,id,Y
0,0,7.0
1,1,4.0
2,2,7.0
3,3,5.0
4,4,3.0
5,5,4.0
6,6,2.0
7,7,7.0
8,8,9.0
9,9,4.0
10,10,0.0
11,11,4.0
12,12,0.0
13,13,2.0
14,14,1.0
15,15,9.0
16,16,0.0
17,17,7.0
18,18,3.0
19,19,1.0
20,20,3.0
21,21,8.0
22,22,6.0
23,23,1.0
24,24,1.0
25,25,8.0
26,26,3.0
27,27,1.0
28,28,0.0
29,29,0.0
30,30,3.0
31,31,0.0
32,32,2.0
33,33,0.0
34,34,0.0
35,35,4.0
36,36,1.0
37,37,3.0
38,38,3.0
39,39,3.0
40,40,8.0
41,41,2.0
42,42,0.0
43,43,7.0
44,44,6.0
45,45,4.0
46,46,7.0
47,47,9.0
48,48,4.0
49,49,2.0
50,50,1.0
51,51,4.0
52,52,0.0
53,53,2.0
54,54,3.0
55,55,2.0
56,56,0.0
57,57,4.0
58,58,3.0
59,59,4.0
60,60,7.0
61,61,0.0
62,62,2.0
63,63,0.0
64,64,0.0
65,65,3.0
66,66,2.0
67,67,1.0
68,68,1.0
69,69,8.0
70,70,9.0
71,71,9.0
72,72,2.0
73,73,9.0
74,74,1.0
75,75,8.0
76,76,8.0
77,77,4.0
78,78,4.0
79,79,8.0
80,80,3.0
81,81,3.0
82,82,9.0
83,83,4.0
84,84,5.0
85,85,8.0
86,86,2.0
87,87,8.0
88,88,6.0
89,89,2.0
90,90,4.0
91,91,9.0
92,92,8.0
93,93,4.0
94,94,9.0
95,95,9.0
96,96,3.0
97,97,8.0
98,98,7.0
99,99,8.0
100,100,4.0
101,101,0.0
102,102,7.0
103,103,9.0
104,104,7.0
105,105,8.0
106,106,7.0
107,107,4.0
108,108,6.0
109,109,6.0
110,110,7.0
111,111,0.0
112,112,8.0
113,113,1.0
114,114,3.0
115,115,2.0
116,116,7.0
117,117,8.0
118,118,7.0
119,119,1.0
120,120,3.0
121,121,5.0
122,122,2.0
123,123,2.0
124,124,1.0
125,125,1.0
126,126,6.0
127,127,2.0
128,128,0.0
129,129,0.0
130,130,1.0
131,131,2.0
132,132,9.0
133,133,1.0
134,134,3.0
135,135,6.0
136,136,3.0
137,137,5.0
138,138,5.0
139,139,3.0
140,140,7.0
141,141,2.0
142,142,3.0
143,143,6.0
144,144,7.0
145,145,3.0
146,146,4.0
147,147,8.0
148,148,3.0
149,149,8.0
150,150,0.0
151,151,9.0
152,152,0.0
153,153,2.0
154,154,8.0
155,155,3.0
156,156,8.0
157,157,1.0
158,158,8.0
159,159,7.0
160,160,1.0
161,161,7.0
162,162,2.0
163,163,8.0
164,164,7.0
165,165,4.0
166,166,1.0
167,167,2.0
168,168,3.0
169,169,3.0
170,170,2.0
171,171,9.0
172,172,3.0
173,173,9.0
174,174,4.0
175,175,9.0
176,176,4.0
177,177,8.0
178,178,4.0
179,179,9.0
180,180,4.0
181,181,9.0
182,182,1.0
183,183,7.0
184,184,8.0
185,185,8.0
186,186,0.0
187,187,9.0
188,188,2.0
189,189,8.0
190,190,9.0
191,191,7.0
192,192,7.0
193,193,3.0
194,194,6.0
195,195,7.0
196,196,4.0
197,197,0.0
198,198,7.0
199,199,3.0
200,200,4.0
201,201,3.0
202,202,9.0
203,203,7.0
204,204,2.0
205,205,1.0
206,206,0.0
207,207,3.0
208,208,4.0
209,209,9.0
210,210,0.0
211,211,3.0
212,212,9.0
213,213,3.0
214,214,2.0
215,215,3.0
216,216,7.0
217,217,3.0
218,218,9.0
219,219,7.0
220,220,7.0
221,221,7.0
222,222,4.0
223,223,3.0
224,224,3.0
225,225,1.0
226,226,6.0
227,227,1.0
228,228,7.0
229,229,8.0
230,230,1.0
231,231,9.0
232,232,8.0
233,233,6.0
234,234,4.0
235,235,1.0
236,236,1.0
237,237,1.0
238,238,1.0
239,239,8.0
240,240,9.0
241,241,9.0
242,242,7.0
243,243,8.0
244,244,0.0
245,245,9.0
246,246,1.0
247,247,1.0
248,248,6.0
249,249,3.0
250,250,2.0
251,251,9.0
252,252,5.0
253,253,9.0
254,254,4.0
255,255,2.0
256,256,2.0
257,257,5.0
258,258,9.0
259,259,4.0
260,260,7.0
261,261,4.0
262,262,9.0
263,263,1.0
264,264,0.0
265,265,9.0
266,266,1.0
267,267,6.0
268,268,0.0
269,269,8.0
270,270,7.0
271,271,5.0
272,272,8.0
273,273,2.0
274,274,3.0
275,275,2.0
276,276,4.0
277,277,3.0
278,278,7.0
279,279,4.0
280,280,1.0
281,281,2.0
282,282,0.0
283,283,8.0
284,284,7.0
285,285,7.0
286,286,7.0
287,287,2.0
288,288,2.0
289,289,3.0
290,290,3.0
291,291,4.0
292,292,3.0
293,293,4.0
294,294,7.0
295,295,6.0
296,296,4.0
297,297,8.0
298,298,6.0
299,299,0.0
300,300,3.0
301,301,8.0
302,302,4.0
303,303,4.0
304,304,7.0
305,305,9.0
306,306,3.0
307,307,7.0
308,308,2.0
309,309,4.0
310,310,5.0
311,311,8.0
312,312,6.0
313,313,9.0
314,314,1.0
315,315,0.0
316,316,8.0
317,317,3.0
318,318,5.0
319,319,0.0
320,320,4.0
321,321,1.0
322,322,8.0
323,323,6.0
324,324,3.0
325,325,0.0
326,326,0.0
327,327,5.0
328,328,8.0
329,329,7.0
330,330,3.0
331,331,8.0
332,332,0.0
333,333,2.0
334,334,3.0
335,335,3.0
336,336,3.0
337,337,6.0
338,338,4.0
339,339,3.0
340,340,7.0
341,341,8.0
342,342,2.0
343,343,4.0
344,344,4.0
345,345,7.0
346,346,9.0
347,347,2.0
348,348,8.0
349,349,6.0
350,350,7.0
351,351,7.0
352,352,1.0
353,353,8.0
354,354,1.0
355,355,1.0
356,356,4.0
357,357,1.0
358,358,2.0
359,359,3.0
360,360,9.0
361,361,4.0
362,362,1.0
363,363,1.0
364,364,2.0
365,365,1.0
366,366,3.0
367,367,3.0
368,368,4.0
369,369,1.0
370,370,5.0
371,371,2.0
372,372,3.0
373,373,1.0
374,374,4.0
375,375,0.0
376,376,3.0
377,377,4.0
378,378,8.0
379,379,7.0
380,380,7.0
381,381,3.0
382,382,7.0
383,383,3.0
384,384,0.0
385,385,2.0
386,386,3.0
387,387,0.0
388,388,4.0
389,389,9.0
390,390,5.0
391,391,9.0
392,392,9.0
393,393,0.0
394,394,2.0
395,395,7.0
396,396,4.0
397,397,3.0
398,398,9.0
399,399,3.0
400,400,3.0
401,401,0.0
402,402,3.0
403,403,2.0
404,404,2.0
405,405,8.0
406,406,7.0
407,407,8.0
408,408,3.0
409,409,8.0
410,410,6.0
411,411,3.0
412,412,8.0
413,413,1.0
414,414,9.0
415,415,1.0
416,416,3.0
417,417,5.0
418,418,8.0
419,419,9.0
420,420,9.0
421,421,1.0
422,422,4.0
423,423,4.0
424,424,4.0
425,425,1.0
426,426,1.0
427,427,3.0
428,428,7.0
429,429,1.0
430,430,7.0
431,431,8.0
432,432,8.0
433,433,3.0
434,434,4.0
435,435,8.0
436,436,8.0
437,437,2.0
438,438,3.0
439,439,1.0
440,440,1.0
441,441,4.0
442,442,4.0
443,443,4.0
444,444,9.0
445,445,9.0
446,446,1.0
447,447,9.0
448,448,3.0
449,449,2.0
450,450,5.0
451,451,4.0
452,452,3.0
453,453,8.0
454,454,0.0
455,455,1.0
456,456,6.0
457,457,9.0
458,458,4.0
459,459,1.0
460,460,7.0
461,461,8.0
462,462,6.0
463,463,5.0
464,464,0.0
465,465,1.0
466,466,3.0
467,467,8.0
468,468,3.0
469,469,9.0
470,470,3.0
471,471,9.0
472,472,0.0
473,473,4.0
474,474,2.0
475,475,9.0
476,476,3.0
477,477,1.0
478,478,7.0
479,479,0.0
480,480,0.0
481,481,0.0
482,482,4.0
483,483,3.0
484,484,8.0
485,485,8.0
486,486,3.0
487,487,1.0
488,488,7.0
489,489,1.0
490,490,9.0
491,491,1.0
492,492,1.0
493,493,4.0
494,494,4.0
495,495,1.0
496,496,8.0
497,497,6.0
498,498,8.0
499,499,8.0
500,500,0.0
501,501,4.0
502,502,8.0
503,503,7.0
504,504,8.0
505,505,2.0
506,506,8.0
507,507,1.0
508,508,0.0
509,509,8.0
510,510,2.0
511,511,0.0
512,512,2.0
513,513,2.0
514,514,0.0
515,515,7.0
516,516,4.0
517,517,1.0
518,518,3.0
519,519,0.0
520,520,2.0
521,521,3.0
522,522,4.0
523,523,3.0
524,524,7.0
525,525,3.0
526,526,0.0
527,527,1.0
528,528,3.0
529,529,0.0
530,530,3.0
531,531,0.0
532,532,0.0
533,533,7.0
534,534,0.0
535,535,8.0
536,536,8.0
537,537,1.0
538,538,6.0
539,539,7.0
540,540,3.0
541,541,4.0
542,542,7.0
543,543,8.0
544,544,3.0
545,545,3.0
546,546,9.0
547,547,9.0
548,548,2.0
549,549,3.0
550,550,9.0
551,551,2.0
552,552,4.0
553,553,1.0
554,554,4.0
555,555,4.0
556,556,9.0
557,557,3.0
558,558,8.0
559,559,9.0
560,560,6.0
561,561,9.0
562,562,2.0
563,563,7.0
564,564,6.0
565,565,4.0
566,566,1.0
567,567,4.0
568,568,5.0
569,569,5.0
570,570,1.0
571,571,5.0
572,572,9.0
573,573,8.0
574,574,3.0
575,575,7.0
576,576,8.0
577,577,5.0
578,578,9.0
579,579,3.0
580,580,0.0
581,581,9.0
582,582,1.0
583,583,6.0
584,584,7.0
585,585,3.0
586,586,2.0
587,587,2.0
588,588,5.0
589,589,8.0
590,590,1.0
591,591,2.0
592,592,3.0
593,593,3.0
594,594,0.0
595,595,8.0
596,596,2.0
597,597,2.0
598,598,3.0
599,599,3.0
600,600,7.0
601,601,7.0
602,602,3.0
603,603,7.0
604,604,8.0
605,605,2.0
606,606,0.0
607,607,9.0
608,608,6.0
609,609,3.0
610,610,7.0
611,611,2.0
612,612,0.0
613,613,7.0
614,614,8.0
615,615,2.0
616,616,9.0
617,617,5.0
618,618,0.0
619,619,4.0
620,620,2.0
621,621,6.0
622,622,5.0
623,623,0.0
624,624,3.0
625,625,9.0
626,626,5.0
627,627,2.0
628,628,5.0
629,629,3.0
630,630,7.0
631,631,4.0
632,632,5.0
633,633,5.0
634,634,4.0
635,635,4.0
636,636,0.0
637,637,9.0
638,638,9.0
639,639,1.0
640,640,8.0
641,641,2.0
642,642,8.0
643,643,1.0
644,644,1.0
645,645,3.0
646,646,4.0
647,647,1.0
648,648,4.0
649,649,9.0
650,650,9.0
651,651,0.0
652,652,6.0
653,653,1.0
654,654,1.0
655,655,1.0
656,656,3.0
657,657,4.0
658,658,5.0
659,659,9.0
660,660,4.0
661,661,1.0
662,662,1.0
663,663,4.0
664,664,9.0
665,665,2.0
666,666,8.0
667,667,2.0
668,668,0.0
669,669,4.0
670,670,0.0
671,671,3.0
672,672,1.0
673,673,4.0
674,674,8.0
675,675,7.0
676,676,7.0
677,677,7.0
678,678,8.0
679,679,3.0
680,680,0.0
681,681,7.0
682,682,3.0
683,683,8.0
684,684,1.0
685,685,9.0
686,686,4.0
687,687,2.0
688,688,0.0
689,689,7.0
690,690,1.0
691,691,0.0
692,692,9.0
693,693,3.0
694,694,3.0
695,695,5.0
696,696,1.0
697,697,7.0
698,698,0.0
699,699,2.0
700,700,3.0
701,701,2.0
702,702,3.0
703,703,2.0
704,704,2.0
705,705,1.0
706,706,7.0
707,707,1.0
708,708,1.0
709,709,4.0
710,710,6.0
711,711,1.0
712,712,9.0
713,713,8.0
714,714,7.0
715,715,9.0
716,716,6.0
717,717,4.0
718,718,0.0
719,719,0.0
720,720,9.0
721,721,1.0
722,722,1.0
723,723,1.0
724,724,2.0
725,725,6.0
726,726,5.0
727,727,0.0
728,728,1.0
729,729,2.0
730,730,8.0
731,731,4.0
732,732,3.0
733,733,7.0
734,734,5.0
735,735,3.0
736,736,7.0
737,737,2.0
738,738,8.0
739,739,4.0
740,740,7.0
741,741,3.0
742,742,9.0
743,743,7.0
744,744,1.0
745,745,1.0
746,746,9.0
747,747,9.0
748,748,1.0
749,749,7.0
750,750,0.0
751,751,4.0
752,752,0.0
753,753,9.0
754,754,8.0
755,755,6.0
756,756,7.0
757,757,7.0
758,758,3.0
759,759,0.0
760,760,8.0
761,761,8.0
762,762,0.0
763,763,0.0
764,764,4.0
765,765,2.0
766,766,7.0
767,767,4.0
768,768,2.0
769,769,0.0
770,770,3.0
771,771,2.0
772,772,3.0
773,773,2.0
774,774,0.0
775,775,3.0
776,776,4.0
777,777,3.0
778,778,9.0
779,779,4.0
780,780,2.0
781,781,9.0
782,782,8.0
783,783,8.0
784,784,8.0
785,785,9.0
786,786,3.0
787,787,3.0
788,788,1.0
789,789,0.0
790,790,6.0
791,791,3.0
792,792,9.0
793,793,1.0
794,794,0.0
795,795,4.0
796,796,4.0
797,797,7.0
798,798,3.0
799,799,4.0
800,800,6.0
801,801,4.0
802,802,4.0
803,803,2.0
804,804,2.0
805,805,1.0
806,806,3.0
807,807,0.0
808,808,4.0
809,809,3.0
810,810,8.0
811,811,6.0
812,812,4.0
813,813,8.0
814,814,7.0
815,815,2.0
816,816,0.0
817,817,2.0
818,818,8.0
819,819,4.0
820,820,8.0
821,821,4.0
822,822,3.0
823,823,2.0
824,824,0.0
825,825,2.0
826,826,7.0
827,827,1.0
828,828,8.0
829,829,4.0
830,830,3.0
831,831,1.0
832,832,7.0
833,833,1.0
834,834,7.0
835,835,1.0
836,836,3.0
837,837,2.0
838,838,7.0
839,839,0.0
840,840,8.0
841,841,4.0
842,842,4.0
843,843,3.0
844,844,1.0
845,845,8.0
846,846,5.0
847,847,8.0
848,848,9.0
849,849,1.0
850,850,1.0
851,851,1.0
852,852,3.0
853,853,8.0
854,854,7.0
855,855,3.0
856,856,7.0
857,857,0.0
858,858,0.0
859,859,8.0
860,860,8.0
861,861,3.0
862,862,0.0
863,863,3.0
864,864,1.0
865,865,1.0
866,866,3.0
867,867,7.0
868,868,7.0
869,869,7.0
870,870,7.0
871,871,9.0
872,872,0.0
873,873,5.0
874,874,0.0
875,875,1.0
876,876,8.0
877,877,8.0
878,878,7.0
879,879,8.0
880,880,7.0
881,881,1.0
882,882,1.0
883,883,0.0
884,884,3.0
885,885,1.0
886,886,3.0
887,887,1.0
888,888,2.0
889,889,0.0
890,890,2.0
891,891,8.0
892,892,1.0
893,893,9.0
894,894,7.0
895,895,9.0
896,896,9.0
897,897,3.0
898,898,0.0
899,899,0.0
900,900,4.0
901,901,1.0
902,902,2.0
903,903,1.0
904,904,2.0
905,905,0.0
906,906,7.0
907,907,1.0
908,908,8.0
909,909,1.0
910,910,3.0
911,911,4.0
912,912,8.0
913,913,1.0
914,914,8.0
915,915,2.0
916,916,3.0
917,917,9.0
918,918,4.0
919,919,5.0
920,920,7.0
921,921,9.0
922,922,7.0
923,923,1.0
924,924,0.0
925,925,0.0
926,926,2.0
927,927,2.0
928,928,8.0
929,929,2.0
930,930,4.0
931,931,7.0
932,932,1.0
933,933,3.0
934,934,7.0
935,935,0.0
936,936,7.0
937,937,0.0
938,938,2.0
939,939,0.0
940,940,9.0
941,941,5.0
942,942,3.0
943,943,1.0
944,944,1.0
945,945,8.0
946,946,1.0
947,947,6.0
948,948,4.0
949,949,2.0
950,950,3.0
951,951,2.0
952,952,9.0
953,953,3.0
954,954,3.0
955,955,6.0
956,956,3.0
957,957,4.0
958,958,4.0
959,959,3.0
960,960,1.0
961,961,6.0
962,962,3.0
963,963,3.0
964,964,0.0
965,965,2.0
966,966,3.0
967,967,4.0
968,968,8.0
969,969,9.0
970,970,3.0
971,971,7.0
972,972,0.0
973,973,8.0
974,974,0.0
975,975,6.0
976,976,7.0
977,977,2.0
978,978,1.0
979,979,0.0
980,980,9.0
981,981,9.0
982,982,7.0
983,983,5.0
984,984,6.0
985,985,0.0
986,986,7.0
987,987,0.0
988,988,8.0
989,989,2.0
990,990,9.0
991,991,7.0
992,992,4.0
993,993,2.0
994,994,4.0
995,995,6.0
996,996,4.0
997,997,8.0
998,998,1.0
999,999,7.0
1000,1000,7.0
1001,1001,8.0
1002,1002,9.0
1003,1003,0.0
1004,1004,0.0
1005,1005,3.0
1006,1006,9.0
1007,1007,5.0
1008,1008,9.0
1009,1009,0.0
1010,1010,6.0
1011,1011,4.0
1012,1012,4.0
1013,1013,2.0
1014,1014,4.0
1015,1015,3.0
1016,1016,7.0
1017,1017,4.0
1018,1018,6.0
1019,1019,4.0
1020,1020,1.0
1021,1021,4.0
1022,1022,3.0
1023,1023,6.0
1024,1024,4.0
1025,1025,3.0
1026,1026,5.0
1027,1027,2.0
1028,1028,7.0
1029,1029,5.0
1030,1030,1.0
1031,1031,2.0
1032,1032,2.0
1033,1033,8.0
1034,1034,2.0
1035,1035,1.0
1036,1036,9.0
1037,1037,7.0
1038,1038,8.0
1039,1039,8.0
1040,1040,7.0
1041,1041,2.0
1042,1042,2.0
1043,1043,7.0
1044,1044,3.0
1045,1045,1.0
1046,1046,1.0
1047,1047,3.0
1048,1048,4.0
1049,1049,8.0
1050,1050,7.0
1051,1051,8.0
1052,1052,2.0
1053,1053,4.0
1054,1054,4.0
1055,1055,9.0
1056,1056,7.0
1057,1057,3.0
1058,1058,3.0
1059,1059,8.0
1060,1060,9.0
1061,1061,3.0
1062,1062,2.0
1063,1063,1.0
1064,1064,2.0
1065,1065,7.0
1066,1066,7.0
1067,1067,2.0
1068,1068,0.0
1069,1069,0.0
1070,1070,3.0
1071,1071,1.0
1072,1072,1.0
1073,1073,8.0
1074,1074,9.0
1075,1075,9.0
1076,1076,0.0
1077,1077,4.0
1078,1078,3.0
1079,1079,7.0
1080,1080,3.0
1081,1081,8.0
1082,1082,0.0
1083,1083,7.0
1084,1084,7.0
1085,1085,4.0
1086,1086,3.0
1087,1087,6.0
1088,1088,4.0
1089,1089,3.0
1090,1090,8.0
1091,1091,3.0
1092,1092,3.0
1093,1093,8.0
1094,1094,5.0
1095,1095,5.0
1096,1096,1.0
1097,1097,8.0
1098,1098,7.0
1099,1099,6.0
1100,1100,7.0
1101,1101,2.0
1102,1102,2.0
1103,1103,1.0
1104,1104,1.0
1105,1105,4.0
1106,1106,9.0
1107,1107,2.0
1108,1108,0.0
1109,1109,3.0
1110,1110,7.0
1111,1111,9.0
1112,1112,7.0
1113,1113,5.0
1114,1114,5.0
1115,1115,8.0
1116,1116,5.0
1117,1117,3.0
1118,1118,9.0
1119,1119,8.0
1120,1120,0.0
1121,1121,3.0
1122,1122,5.0
1123,1123,9.0
1124,1124,3.0
1125,1125,7.0
1126,1126,6.0
1127,1127,3.0
1128,1128,2.0
1129,1129,8.0
1130,1130,5.0
1131,1131,1.0
1132,1132,7.0
1133,1133,8.0
1134,1134,1.0
1135,1135,8.0
1136,1136,4.0
1137,1137,3.0
1138,1138,2.0
1139,1139,6.0
1140,1140,8.0
1141,1141,9.0
1142,1142,8.0
1143,1143,1.0
1144,1144,5.0
1145,1145,8.0
1146,1146,9.0
1147,1147,4.0
1148,1148,1.0
1149,1149,8.0
1150,1150,7.0
1151,1151,1.0
1152,1152,3.0
1153,1153,8.0
1154,1154,0.0
1155,1155,1.0
1156,1156,2.0
1157,1157,1.0
1158,1158,8.0
1159,1159,0.0
1160,1160,8.0
1161,1161,9.0
1162,1162,7.0
1163,1163,1.0
1164,1164,4.0
1165,1165,3.0
1166,1166,3.0
1167,1167,3.0
1168,1168,5.0
1169,1169,8.0
1170,1170,9.0
1171,1171,8.0
1172,1172,8.0
1173,1173,9.0
1174,1174,4.0
1175,1175,2.0
1176,1176,9.0
1177,1177,9.0
1178,1178,3.0
1179,1179,9.0
1180,1180,3.0
1181,1181,7.0
1182,1182,0.0
1183,1183,9.0
1184,1184,3.0
1185,1185,9.0
1186,1186,6.0
1187,1187,9.0
1188,1188,3.0
1189,1189,2.0
1190,1190,2.0
1191,1191,3.0
1192,1192,1.0
1193,1193,4.0
1194,1194,9.0
1195,1195,2.0
1196,1196,8.0
1197,1197,2.0
1198,1198,2.0
1199,1199,4.0
1200,1200,3.0
1201,1201,8.0
1202,1202,9.0
1203,1203,0.0
1204,1204,0.0
1205,1205,3.0
1206,1206,0.0
1207,1207,5.0
1208,1208,0.0
1209,1209,9.0
1210,1210,2.0
1211,1211,9.0
1212,1212,7.0
1213,1213,4.0
1214,1214,8.0
1215,1215,6.0
1216,1216,3.0
1217,1217,1.0
1218,1218,8.0
1219,1219,7.0
1220,1220,5.0
1221,1221,8.0
1222,1222,5.0
1223,1223,1.0
1224,1224,8.0
1225,1225,8.0
1226,1226,7.0
1227,1227,3.0
1228,1228,3.0
1229,1229,0.0
1230,1230,9.0
1231,1231,5.0
1232,1232,4.0
1233,1233,0.0
1234,1234,0.0
1235,1235,5.0
1236,1236,2.0
1237,1237,7.0
1238,1238,0.0
1239,1239,8.0
1240,1240,0.0
1241,1241,8.0
1242,1242,0.0
1243,1243,9.0
1244,1244,9.0
1245,1245,6.0
1246,1246,4.0
1247,1247,2.0
1248,1248,8.0
1249,1249,3.0
1250,1250,3.0
1251,1251,3.0
1252,1252,8.0
1253,1253,1.0
1254,1254,7.0
1255,1255,0.0
1256,1256,9.0
1257,1257,1.0
1258,1258,2.0
1259,1259,0.0
1260,1260,9.0
1261,1261,1.0
1262,1262,1.0
1263,1263,1.0
1264,1264,9.0
1265,1265,5.0
1266,1266,1.0
1267,1267,7.0
1268,1268,9.0
1269,1269,0.0
1270,1270,7.0
1271,1271,2.0
1272,1272,3.0
1273,1273,0.0
1274,1274,1.0
1275,1275,4.0
1276,1276,4.0
1277,1277,4.0
1278,1278,3.0
1279,1279,1.0
1280,1280,6.0
1281,1281,1.0
1282,1282,3.0
1283,1283,7.0
1284,1284,9.0
1285,1285,0.0
1286,1286,1.0
1287,1287,2.0
1288,1288,9.0
1289,1289,2.0
1290,1290,3.0
1291,1291,8.0
1292,1292,6.0
1293,1293,7.0
1294,1294,4.0
1295,1295,3.0
1296,1296,6.0
1297,1297,1.0
1298,1298,9.0
1299,1299,3.0
1300,1300,9.0
1301,1301,2.0
1302,1302,3.0
1303,1303,9.0
1304,1304,1.0
1305,1305,4.0
1306,1306,3.0
1307,1307,4.0
1308,1308,4.0
1309,1309,1.0
1310,1310,0.0
1311,1311,1.0
1312,1312,8.0
1313,1313,1.0
1314,1314,8.0
1315,1315,7.0
1316,1316,9.0
1317,1317,0.0
1318,1318,8.0
1319,1319,7.0
1320,1320,2.0
1321,1321,4.0
1322,1322,3.0
1323,1323,8.0
1324,1324,7.0
1325,1325,0.0
