,id,Y
1326,1326,0.0
1327,1327,4.0
1328,1328,7.0
1329,1329,2.0
1330,1330,4.0
1331,1331,1.0
1332,1332,3.0
1333,1333,0.0
1334,1334,1.0
1335,1335,2.0
1336,1336,0.0
1337,1337,0.0
1338,1338,7.0
1339,1339,1.0
1340,1340,8.0
1341,1341,8.0
1342,1342,2.0
1343,1343,1.0
1344,1344,0.0
1345,1345,1.0
1346,1346,2.0
1347,1347,2.0
1348,1348,2.0
1349,1349,0.0
1350,1350,2.0
1351,1351,1.0
1352,1352,7.0
1353,1353,3.0
1354,1354,3.0
1355,1355,0.0
1356,1356,5.0
1357,1357,3.0
1358,1358,9.0
1359,1359,0.0
1360,1360,3.0
1361,1361,2.0
1362,1362,0.0
1363,1363,1.0
1364,1364,5.0
1365,1365,7.0
1366,1366,2.0
1367,1367,8.0
1368,1368,3.0
1369,1369,5.0
1370,1370,6.0
1371,1371,0.0
1372,1372,1.0
1373,1373,8.0
1374,1374,3.0
1375,1375,6.0
1376,1376,9.0
1377,1377,8.0
1378,1378,2.0
1379,1379,3.0
1380,1380,3.0
1381,1381,8.0
1382,1382,9.0
1383,1383,3.0
1384,1384,3.0
1385,1385,1.0
1386,1386,8.0
1387,1387,7.0
1388,1388,3.0
1389,1389,8.0
1390,1390,7.0
1391,1391,3.0
1392,1392,3.0
1393,1393,3.0
1394,1394,5.0
1395,1395,0.0
1396,1396,9.0
1397,1397,7.0
1398,1398,6.0
1399,1399,8.0
1400,1400,9.0
1401,1401,0.0
1402,1402,7.0
1403,1403,1.0
1404,1404,7.0
1405,1405,0.0
1406,1406,4.0
1407,1407,7.0
1408,1408,4.0
1409,1409,3.0
1410,1410,7.0
1411,1411,9.0
1412,1412,0.0
1413,1413,4.0
1414,1414,4.0
1415,1415,3.0
1416,1416,8.0
1417,1417,0.0
1418,1418,9.0
1419,1419,1.0
1420,1420,4.0
1421,1421,7.0
1422,1422,3.0
1423,1423,3.0
1424,1424,0.0
1425,1425,9.0
1426,1426,3.0
1427,1427,0.0
1428,1428,7.0
1429,1429,2.0
1430,1430,3.0
1431,1431,4.0
1432,1432,9.0
1433,1433,4.0
1434,1434,5.0
1435,1435,1.0
1436,1436,4.0
1437,1437,4.0
1438,1438,8.0
1439,1439,7.0
1440,1440,6.0
1441,1441,0.0
1442,1442,6.0
1443,1443,2.0
1444,1444,9.0
1445,1445,7.0
1446,1446,0.0
1447,1447,8.0
1448,1448,3.0
1449,1449,0.0
1450,1450,0.0
1451,1451,9.0
1452,1452,7.0
1453,1453,3.0
1454,1454,2.0
1455,1455,8.0
1456,1456,5.0
1457,1457,3.0
1458,1458,8.0
1459,1459,1.0
1460,1460,1.0
1461,1461,9.0
1462,1462,7.0
1463,1463,3.0
1464,1464,0.0
1465,1465,8.0
1466,1466,1.0
1467,1467,3.0
1468,1468,2.0
1469,1469,1.0
1470,1470,1.0
1471,1471,1.0
1472,1472,8.0
1473,1473,1.0
1474,1474,8.0
1475,1475,1.0
1476,1476,5.0
1477,1477,0.0
1478,1478,9.0
1479,1479,3.0
1480,1480,0.0
1481,1481,1.0
1482,1482,6.0
1483,1483,6.0
1484,1484,9.0
1485,1485,4.0
1486,1486,9.0
1487,1487,8.0
1488,1488,3.0
1489,1489,7.0
1490,1490,4.0
1491,1491,2.0
1492,1492,3.0
1493,1493,7.0
1494,1494,0.0
1495,1495,4.0
1496,1496,7.0
1497,1497,1.0
1498,1498,5.0
1499,1499,2.0
1500,1500,2.0
1501,1501,2.0
1502,1502,7.0
1503,1503,8.0
1504,1504,0.0
1505,1505,4.0
1506,1506,4.0
1507,1507,0.0
1508,1508,2.0
1509,1509,3.0
1510,1510,6.0
1511,1511,3.0
1512,1512,0.0
1513,1513,2.0
1514,1514,1.0
1515,1515,0.0
1516,1516,9.0
1517,1517,4.0
1518,1518,1.0
1519,1519,8.0
1520,1520,7.0
1521,1521,8.0
1522,1522,9.0
1523,1523,0.0
1524,1524,5.0
1525,1525,3.0
1526,1526,0.0
1527,1527,4.0
1528,1528,3.0
1529,1529,0.0
1530,1530,8.0
1531,1531,8.0
1532,1532,2.0
1533,1533,3.0
1534,1534,5.0
1535,1535,0.0
1536,1536,1.0
1537,1537,0.0
1538,1538,7.0
1539,1539,0.0
1540,1540,6.0
1541,1541,8.0
1542,1542,1.0
1543,1543,0.0
1544,1544,3.0
1545,1545,9.0
1546,1546,8.0
1547,1547,4.0
1548,1548,8.0
1549,1549,8.0
1550,1550,0.0
1551,1551,5.0
1552,1552,7.0
1553,1553,8.0
1554,1554,1.0
1555,1555,4.0
1556,1556,2.0
1557,1557,2.0
1558,1558,9.0
1559,1559,4.0
1560,1560,9.0
1561,1561,9.0
1562,1562,4.0
1563,1563,9.0
1564,1564,8.0
1565,1565,8.0
1566,1566,4.0
1567,1567,4.0
1568,1568,8.0
1569,1569,2.0
1570,1570,0.0
1571,1571,2.0
1572,1572,0.0
1573,1573,2.0
1574,1574,9.0
1575,1575,7.0
1576,1576,2.0
1577,1577,1.0
1578,1578,3.0
1579,1579,1.0
1580,1580,9.0
1581,1581,2.0
1582,1582,6.0
1583,1583,3.0
1584,1584,9.0
1585,1585,4.0
1586,1586,2.0
1587,1587,9.0
1588,1588,6.0
1589,1589,8.0
1590,1590,4.0
1591,1591,7.0
1592,1592,3.0
1593,1593,9.0
1594,1594,5.0
1595,1595,7.0
1596,1596,1.0
1597,1597,3.0
1598,1598,3.0
1599,1599,7.0
1600,1600,7.0
1601,1601,8.0
1602,1602,8.0
1603,1603,2.0
1604,1604,6.0
1605,1605,0.0
1606,1606,1.0
1607,1607,7.0
1608,1608,3.0
1609,1609,0.0
1610,1610,0.0
1611,1611,1.0
1612,1612,1.0
1613,1613,8.0
1614,1614,1.0
1615,1615,4.0
1616,1616,3.0
1617,1617,3.0
1618,1618,8.0
1619,1619,8.0
1620,1620,5.0
1621,1621,4.0
1622,1622,3.0
1623,1623,9.0
1624,1624,4.0
1625,1625,9.0
1626,1626,7.0
1627,1627,4.0
1628,1628,6.0
1629,1629,0.0
1630,1630,7.0
1631,1631,2.0
1632,1632,1.0
1633,1633,9.0
1634,1634,9.0
1635,1635,4.0
1636,1636,9.0
1637,1637,6.0
1638,1638,8.0
1639,1639,2.0
1640,1640,4.0
1641,1641,3.0
1642,1642,8.0
1643,1643,7.0
1644,1644,2.0
1645,1645,1.0
1646,1646,0.0
1647,1647,1.0
1648,1648,3.0
1649,1649,4.0
1650,1650,7.0
1651,1651,8.0
1652,1652,4.0
1653,1653,0.0
1654,1654,4.0
1655,1655,3.0
1656,1656,4.0
1657,1657,8.0
1658,1658,7.0
1659,1659,5.0
1660,1660,7.0
1661,1661,0.0
1662,1662,6.0
1663,1663,2.0
1664,1664,1.0
1665,1665,8.0
1666,1666,7.0
1667,1667,8.0
1668,1668,0.0
1669,1669,2.0
1670,1670,8.0
1671,1671,9.0
1672,1672,8.0
1673,1673,4.0
1674,1674,4.0
1675,1675,0.0
1676,1676,9.0
1677,1677,3.0
1678,1678,6.0
1679,1679,1.0
1680,1680,4.0
1681,1681,3.0
1682,1682,2.0
1683,1683,4.0
1684,1684,3.0
1685,1685,0.0
1686,1686,9.0
1687,1687,5.0
1688,1688,8.0
1689,1689,2.0
1690,1690,9.0
1691,1691,0.0
1692,1692,5.0
1693,1693,2.0
1694,1694,4.0
1695,1695,1.0
1696,1696,4.0
1697,1697,2.0
1698,1698,7.0
1699,1699,7.0
1700,1700,4.0
1701,1701,0.0
1702,1702,2.0
1703,1703,8.0
1704,1704,2.0
1705,1705,3.0
1706,1706,3.0
1707,1707,7.0
1708,1708,2.0
1709,1709,7.0
1710,1710,3.0
1711,1711,6.0
1712,1712,4.0
1713,1713,9.0
1714,1714,1.0
1715,1715,8.0
1716,1716,5.0
1717,1717,0.0
1718,1718,9.0
1719,1719,8.0
1720,1720,2.0
1721,1721,2.0
1722,1722,3.0
1723,1723,4.0
1724,1724,3.0
1725,1725,7.0
1726,1726,2.0
1727,1727,2.0
1728,1728,0.0
1729,1729,1.0
1730,1730,1.0
1731,1731,2.0
1732,1732,0.0
1733,1733,3.0
1734,1734,9.0
1735,1735,4.0
1736,1736,0.0
1737,1737,6.0
1738,1738,2.0
1739,1739,3.0
1740,1740,7.0
1741,1741,8.0
1742,1742,0.0
1743,1743,2.0
1744,1744,5.0
1745,1745,9.0
1746,1746,0.0
1747,1747,8.0
1748,1748,1.0
1749,1749,8.0
1750,1750,3.0
1751,1751,7.0
1752,1752,4.0
1753,1753,0.0
1754,1754,4.0
1755,1755,0.0
1756,1756,6.0
1757,1757,3.0
1758,1758,9.0
1759,1759,0.0
1760,1760,1.0
1761,1761,9.0
1762,1762,1.0
1763,1763,1.0
1764,1764,8.0
1765,1765,0.0
1766,1766,4.0
1767,1767,1.0
1768,1768,7.0
1769,1769,7.0
1770,1770,8.0
1771,1771,0.0
1772,1772,8.0
1773,1773,2.0
1774,1774,9.0
1775,1775,8.0
1776,1776,6.0
1777,1777,0.0
1778,1778,1.0
1779,1779,9.0
1780,1780,3.0
1781,1781,9.0
1782,1782,3.0
1783,1783,2.0
1784,1784,9.0
1785,1785,0.0
1786,1786,1.0
1787,1787,3.0
1788,1788,1.0
1789,1789,5.0
1790,1790,2.0
1791,1791,1.0
1792,1792,3.0
1793,1793,2.0
1794,1794,3.0
1795,1795,3.0
1796,1796,7.0
1797,1797,3.0
1798,1798,4.0
1799,1799,7.0
1800,1800,3.0
1801,1801,2.0
1802,1802,3.0
1803,1803,2.0
1804,1804,8.0
1805,1805,5.0
1806,1806,2.0
1807,1807,2.0
1808,1808,0.0
1809,1809,4.0
1810,1810,1.0
1811,1811,7.0
1812,1812,3.0
1813,1813,0.0
1814,1814,1.0
1815,1815,1.0
1816,1816,5.0
1817,1817,2.0
1818,1818,9.0
1819,1819,7.0
1820,1820,7.0
1821,1821,3.0
1822,1822,0.0
1823,1823,7.0
1824,1824,8.0
1825,1825,7.0
1826,1826,2.0
1827,1827,3.0
1828,1828,3.0
1829,1829,8.0
1830,1830,4.0
1831,1831,8.0
1832,1832,9.0
1833,1833,7.0
1834,1834,0.0
1835,1835,3.0
1836,1836,8.0
1837,1837,2.0
1838,1838,8.0
1839,1839,4.0
1840,1840,8.0
1841,1841,9.0
1842,1842,4.0
1843,1843,8.0
1844,1844,2.0
1845,1845,3.0
1846,1846,3.0
1847,1847,0.0
1848,1848,8.0
1849,1849,7.0
1850,1850,6.0
1851,1851,0.0
1852,1852,0.0
1853,1853,0.0
1854,1854,9.0
1855,1855,2.0
1856,1856,0.0
1857,1857,8.0
1858,1858,1.0
1859,1859,3.0
1860,1860,0.0
1861,1861,4.0
1862,1862,7.0
1863,1863,1.0
1864,1864,9.0
1865,1865,8.0
1866,1866,8.0
1867,1867,0.0
1868,1868,9.0
1869,1869,4.0
1870,1870,8.0
1871,1871,0.0
1872,1872,0.0
1873,1873,2.0
1874,1874,7.0
1875,1875,2.0
1876,1876,0.0
1877,1877,4.0
1878,1878,1.0
1879,1879,1.0
1880,1880,8.0
1881,1881,8.0
1882,1882,5.0
1883,1883,3.0
1884,1884,3.0
1885,1885,9.0
1886,1886,3.0
1887,1887,0.0
1888,1888,1.0
1889,1889,7.0
1890,1890,9.0
1891,1891,8.0
1892,1892,8.0
1893,1893,3.0
1894,1894,5.0
1895,1895,9.0
1896,1896,0.0
1897,1897,4.0
1898,1898,0.0
1899,1899,1.0
1900,1900,4.0
1901,1901,1.0
1902,1902,4.0
1903,1903,7.0
1904,1904,4.0
1905,1905,1.0
1906,1906,4.0
1907,1907,3.0
1908,1908,0.0
1909,1909,7.0
1910,1910,7.0
1911,1911,0.0
1912,1912,0.0
1913,1913,4.0
1914,1914,3.0
1915,1915,2.0
1916,1916,1.0
1917,1917,9.0
1918,1918,2.0
1919,1919,1.0
1920,1920,4.0
1921,1921,9.0
1922,1922,8.0
1923,1923,1.0
1924,1924,3.0
1925,1925,4.0
1926,1926,8.0
1927,1927,4.0
1928,1928,0.0
1929,1929,8.0
1930,1930,4.0
1931,1931,4.0
1932,1932,0.0
1933,1933,3.0
1934,1934,8.0
1935,1935,0.0
1936,1936,2.0
1937,1937,4.0
1938,1938,1.0
1939,1939,7.0
1940,1940,7.0
1941,1941,0.0
1942,1942,5.0
1943,1943,6.0
1944,1944,1.0
1945,1945,0.0
1946,1946,1.0
1947,1947,0.0
1948,1948,3.0
1949,1949,5.0
1950,1950,0.0
1951,1951,0.0
1952,1952,0.0
1953,1953,0.0
1954,1954,1.0
1955,1955,4.0
1956,1956,5.0
1957,1957,7.0
1958,1958,5.0
1959,1959,2.0
1960,1960,5.0
1961,1961,3.0
1962,1962,4.0
1963,1963,8.0
1964,1964,0.0
1965,1965,2.0
1966,1966,3.0
1967,1967,5.0
1968,1968,0.0
1969,1969,9.0
1970,1970,6.0
1971,1971,3.0
1972,1972,1.0
1973,1973,3.0
1974,1974,3.0
1975,1975,6.0
1976,1976,9.0
1977,1977,9.0
1978,1978,2.0
1979,1979,3.0
1980,1980,2.0
1981,1981,0.0
1982,1982,2.0
1983,1983,0.0
1984,1984,6.0
1985,1985,2.0
1986,1986,1.0
1987,1987,8.0
1988,1988,8.0
1989,1989,0.0
1990,1990,3.0
1991,1991,2.0
1992,1992,7.0
1993,1993,1.0
1994,1994,3.0
1995,1995,3.0
1996,1996,4.0
1997,1997,4.0
1998,1998,1.0
1999,1999,0.0
2000,2000,7.0
2001,2001,5.0
2002,2002,2.0
2003,2003,2.0
2004,2004,9.0
2005,2005,4.0
2006,2006,4.0
2007,2007,8.0
2008,2008,8.0
2009,2009,0.0
2010,2010,3.0
2011,2011,5.0
2012,2012,9.0
2013,2013,1.0
2014,2014,3.0
2015,2015,3.0
2016,2016,4.0
2017,2017,8.0
2018,2018,7.0
2019,2019,3.0
2020,2020,0.0
2021,2021,9.0
2022,2022,1.0
2023,2023,1.0
2024,2024,7.0
2025,2025,4.0
2026,2026,0.0
2027,2027,9.0
2028,2028,3.0
2029,2029,7.0
2030,2030,2.0
2031,2031,8.0
2032,2032,0.0
2033,2033,8.0
2034,2034,9.0
2035,2035,2.0
2036,2036,4.0
2037,2037,0.0
2038,2038,4.0
2039,2039,5.0
2040,2040,7.0
2041,2041,4.0
2042,2042,5.0
2043,2043,8.0
2044,2044,0.0
2045,2045,0.0
2046,2046,7.0
2047,2047,8.0
2048,2048,0.0
2049,2049,1.0
2050,2050,9.0
2051,2051,3.0
2052,2052,8.0
2053,2053,6.0
2054,2054,5.0
2055,2055,9.0
2056,2056,3.0
2057,2057,1.0
2058,2058,9.0
2059,2059,1.0
2060,2060,9.0
2061,2061,0.0
2062,2062,8.0
2063,2063,3.0
2064,2064,3.0
2065,2065,4.0
2066,2066,3.0
2067,2067,3.0
2068,2068,0.0
2069,2069,0.0
2070,2070,0.0
2071,2071,5.0
2072,2072,3.0
2073,2073,8.0
2074,2074,8.0
2075,2075,4.0
2076,2076,0.0
2077,2077,0.0
2078,2078,3.0
2079,2079,9.0
2080,2080,2.0
2081,2081,7.0
2082,2082,1.0
2083,2083,4.0
2084,2084,5.0
2085,2085,2.0
2086,2086,1.0
2087,2087,8.0
2088,2088,3.0
2089,2089,4.0
2090,2090,1.0
2091,2091,2.0
2092,2092,8.0
2093,2093,8.0
2094,2094,2.0
2095,2095,1.0
2096,2096,9.0
2097,2097,9.0
2098,2098,9.0
2099,2099,4.0
2100,2100,2.0
2101,2101,6.0
2102,2102,0.0
2103,2103,2.0
2104,2104,9.0
2105,2105,3.0
2106,2106,4.0
2107,2107,3.0
2108,2108,7.0
2109,2109,0.0
2110,2110,8.0
2111,2111,7.0
2112,2112,4.0
2113,2113,0.0
2114,2114,3.0
2115,2115,8.0
2116,2116,3.0
2117,2117,0.0
2118,2118,7.0
2119,2119,5.0
2120,2120,1.0
2121,2121,7.0
2122,2122,9.0
2123,2123,3.0
2124,2124,0.0
2125,2125,0.0
2126,2126,4.0
2127,2127,1.0
2128,2128,5.0
2129,2129,0.0
2130,2130,0.0
2131,2131,2.0
2132,2132,0.0
2133,2133,8.0
2134,2134,0.0
2135,2135,1.0
2136,2136,4.0
2137,2137,1.0
2138,2138,5.0
2139,2139,7.0
2140,2140,2.0
2141,2141,0.0
2142,2142,0.0
2143,2143,3.0
2144,2144,8.0
2145,2145,0.0
2146,2146,1.0
2147,2147,1.0
2148,2148,3.0
2149,2149,1.0
2150,2150,6.0
2151,2151,2.0
2152,2152,0.0
2153,2153,9.0
2154,2154,0.0
2155,2155,8.0
2156,2156,2.0
2157,2157,9.0
2158,2158,0.0
2159,2159,7.0
2160,2160,7.0
2161,2161,8.0
2162,2162,3.0
2163,2163,6.0
2164,2164,6.0
2165,2165,4.0
2166,2166,1.0
2167,2167,3.0
2168,2168,2.0
2169,2169,0.0
2170,2170,9.0
2171,2171,2.0
2172,2172,7.0
2173,2173,7.0
2174,2174,0.0
2175,2175,5.0
2176,2176,5.0
2177,2177,2.0
2178,2178,3.0
2179,2179,7.0
2180,2180,9.0
2181,2181,9.0
2182,2182,3.0
2183,2183,8.0
2184,2184,7.0
2185,2185,3.0
2186,2186,4.0
2187,2187,3.0
2188,2188,9.0
2189,2189,6.0
2190,2190,7.0
2191,2191,2.0
2192,2192,0.0
2193,2193,7.0
2194,2194,7.0
2195,2195,3.0
2196,2196,4.0
2197,2197,2.0
2198,2198,1.0
2199,2199,1.0
2200,2200,4.0
2201,2201,2.0
2202,2202,0.0
2203,2203,1.0
2204,2204,5.0
2205,2205,3.0
2206,2206,2.0
2207,2207,8.0
2208,2208,2.0
2209,2209,9.0
2210,2210,0.0
2211,2211,0.0
2212,2212,4.0
2213,2213,1.0
2214,2214,8.0
2215,2215,8.0
2216,2216,9.0
2217,2217,6.0
2218,2218,0.0
2219,2219,2.0
2220,2220,0.0
2221,2221,6.0
2222,2222,8.0
2223,2223,7.0
2224,2224,0.0
2225,2225,7.0
2226,2226,8.0
2227,2227,6.0
2228,2228,4.0
2229,2229,9.0
2230,2230,8.0
2231,2231,0.0
2232,2232,3.0
2233,2233,0.0
2234,2234,0.0
2235,2235,4.0
2236,2236,2.0
2237,2237,7.0
2238,2238,8.0
2239,2239,7.0
2240,2240,7.0
2241,2241,9.0
2242,2242,2.0
2243,2243,7.0
2244,2244,9.0
2245,2245,2.0
2246,2246,3.0
2247,2247,6.0
2248,2248,9.0
2249,2249,7.0
2250,2250,3.0
2251,2251,8.0
2252,2252,4.0
2253,2253,0.0
2254,2254,3.0
2255,2255,0.0
2256,2256,3.0
2257,2257,0.0
2258,2258,8.0
2259,2259,9.0
2260,2260,4.0
2261,2261,7.0
2262,2262,0.0
2263,2263,3.0
2264,2264,0.0
2265,2265,8.0
2266,2266,0.0
2267,2267,1.0
2268,2268,2.0
2269,2269,1.0
2270,2270,3.0
2271,2271,0.0
2272,2272,8.0
2273,2273,1.0
2274,2274,1.0
2275,2275,8.0
2276,2276,8.0
2277,2277,9.0
2278,2278,6.0
2279,2279,7.0
2280,2280,4.0
2281,2281,0.0
2282,2282,0.0
2283,2283,0.0
2284,2284,0.0
2285,2285,5.0
2286,2286,9.0
2287,2287,4.0
2288,2288,2.0
2289,2289,9.0
2290,2290,1.0
2291,2291,0.0
2292,2292,0.0
2293,2293,2.0
2294,2294,1.0
2295,2295,3.0
2296,2296,3.0
2297,2297,1.0
2298,2298,1.0
2299,2299,3.0
2300,2300,0.0
2301,2301,3.0
2302,2302,9.0
2303,2303,4.0
2304,2304,4.0
2305,2305,7.0
2306,2306,4.0
2307,2307,3.0
2308,2308,9.0
2309,2309,0.0
2310,2310,7.0
2311,2311,9.0
2312,2312,2.0
2313,2313,9.0
2314,2314,4.0
2315,2315,1.0
2316,2316,2.0
2317,2317,5.0
2318,2318,0.0
2319,2319,0.0
2320,2320,2.0
2321,2321,3.0
2322,2322,7.0
2323,2323,9.0
2324,2324,0.0
2325,2325,7.0
2326,2326,2.0
2327,2327,2.0
2328,2328,1.0
2329,2329,3.0
2330,2330,9.0
2331,2331,0.0
2332,2332,8.0
2333,2333,6.0
2334,2334,0.0
2335,2335,1.0
2336,2336,0.0
2337,2337,4.0
2338,2338,2.0
2339,2339,0.0
2340,2340,3.0
2341,2341,4.0
2342,2342,1.0
2343,2343,8.0
2344,2344,3.0
2345,2345,3.0
2346,2346,9.0
2347,2347,3.0
2348,2348,0.0
2349,2349,2.0
2350,2350,2.0
2351,2351,6.0
2352,2352,8.0
2353,2353,9.0
2354,2354,6.0
2355,2355,1.0
2356,2356,7.0
2357,2357,1.0
2358,2358,4.0
2359,2359,5.0
2360,2360,1.0
2361,2361,4.0
2362,2362,9.0
2363,2363,1.0
2364,2364,3.0
2365,2365,7.0
2366,2366,5.0
2367,2367,4.0
2368,2368,3.0
2369,2369,2.0
2370,2370,0.0
2371,2371,7.0
2372,2372,8.0
2373,2373,9.0
2374,2374,9.0
2375,2375,9.0
2376,2376,3.0
2377,2377,4.0
2378,2378,5.0
2379,2379,0.0
2380,2380,6.0
2381,2381,3.0
2382,2382,3.0
2383,2383,1.0
2384,2384,1.0
2385,2385,3.0
2386,2386,3.0
2387,2387,9.0
2388,2388,7.0
2389,2389,8.0
2390,2390,0.0
2391,2391,7.0
2392,2392,1.0
2393,2393,2.0
2394,2394,0.0
2395,2395,0.0
2396,2396,8.0
2397,2397,2.0
2398,2398,6.0
2399,2399,7.0
2400,2400,6.0
2401,2401,9.0
2402,2402,5.0
2403,2403,8.0
2404,2404,4.0
2405,2405,2.0
2406,2406,3.0
2407,2407,2.0
2408,2408,5.0
2409,2409,2.0
2410,2410,0.0
2411,2411,1.0
2412,2412,1.0
2413,2413,7.0
2414,2414,7.0
2415,2415,3.0
2416,2416,7.0
2417,2417,2.0
2418,2418,8.0
2419,2419,4.0
2420,2420,0.0
2421,2421,5.0
2422,2422,0.0
2423,2423,8.0
2424,2424,7.0
2425,2425,3.0
2426,2426,6.0
2427,2427,0.0
2428,2428,8.0
2429,2429,9.0
2430,2430,0.0
2431,2431,4.0
2432,2432,4.0
2433,2433,6.0
2434,2434,2.0
2435,2435,1.0
2436,2436,0.0
2437,2437,5.0
2438,2438,4.0
2439,2439,9.0
2440,2440,1.0
2441,2441,3.0
2442,2442,7.0
2443,2443,0.0
2444,2444,4.0
2445,2445,0.0
2446,2446,7.0
2447,2447,0.0
2448,2448,0.0
2449,2449,2.0
2450,2450,8.0
2451,2451,3.0
2452,2452,3.0
2453,2453,4.0
2454,2454,1.0
2455,2455,3.0
2456,2456,3.0
2457,2457,9.0
2458,2458,1.0
2459,2459,2.0
2460,2460,4.0
2461,2461,8.0
2462,2462,5.0
2463,2463,9.0
2464,2464,3.0
2465,2465,3.0
2466,2466,3.0
2467,2467,9.0
2468,2468,7.0
2469,2469,7.0
2470,2470,7.0
2471,2471,2.0
2472,2472,0.0
2473,2473,5.0
2474,2474,5.0
2475,2475,4.0
2476,2476,9.0
2477,2477,3.0
2478,2478,3.0
2479,2479,0.0
2480,2480,3.0
2481,2481,7.0
2482,2482,2.0
2483,2483,1.0
2484,2484,1.0
2485,2485,7.0
2486,2486,1.0
2487,2487,1.0
2488,2488,2.0
2489,2489,9.0
2490,2490,5.0
2491,2491,3.0
2492,2492,7.0
2493,2493,2.0
